STL,BLK
62.005,-7.605627
5.160911,-13.536752
-33.57252,-15.615564
21.003983,-15.615564
-21.10064,9.5361185
-29.45768,-5.853178
-45.66126,-6.8279824
-41.846684,8.835076
52.336464,-19.444641
50.889584,8.835076
55.691216,66.51448
-33.57252,-34.495964
5.160911,60.694427
-14.771811,9.5361185
16.067432,5.8044887
28.119085,58.66713
28.281696,9.5361185
4.849823,8.835076
19.063076,-13.536752
58.219986,47.121067
55.79084,80.84323
-33.57252,15.936468
-56.668312,-42.543365
-48.10412,-42.543365
-21.678957,-19.444641
-38.462437,-13.536752
-48.10412,-29.643633
58.500084,1.7889841
3.2788622,13.148211
42.583744,-22.369606
62.005,47.70361
-57.184017,-42.543365
58.219986,33.803886
67.46426,95.95153
-14.771811,-22.369606
36.276993,-13.536752
-29.45768,-25.621912
-54.05044,-42.543365
35.4373,-7.605627
-51.850903,-42.543365
-5.900651,-11.731067
21.003983,8.835076
-54.05044,-39.072784
78.78977,36.45393
50.494377,20.37765
42.90778,59.499084
55.79084,26.606096
-56.668312,-42.543365
-24.43636,-2.3128285
-21.10064,-13.536752
-57.184017,-42.543365
-57.184017,-42.543365
55.79084,58.66713
55.691216,8.951744
22.299147,59.311558
-55.82956,-42.543365
35.40568,-7.605627
-11.481776,5.8044887
-21.678957,49.879604
32.78186,1.7889841
27.59872,5.8044887
50.049572,-29.643633
61.649242,13.148211
-25.046057,-39.072784
37.34117,26.606096
21.344347,-22.369606
-21.10064,20.37765
-57.184017,-42.543365
-25.046057,-6.8279824
40.54771,-34.495964
-44.20615,-15.615564
37.34117,8.835076
-54.05044,-25.621912
9.314967,36.566322
15.948056,30.435736
-2.356132,0.45466244
-26.308601,-22.369606
67.75061,25.843992
-54.05044,-42.543365
-55.82956,-39.072784
-55.82956,-22.369606
-0.94985425,38.82505
50.049572,36.70173
-56.668312,-42.543365
-8.495293,0.45466244
27.59872,15.936468
53.147846,16.369156
-57.184017,-42.543365
