STL,BLK
3.2788622,1.7889841
-45.66126,1.7889841
3.2788622,58.892574
-51.850903,-34.495964
16.067432,80.84323
27.59872,-19.444641
-55.82956,-25.621912
-21.678957,69.46908
-51.850903,-42.543365
11.142204,8.835076
50.494377,58.892574
-6.059375,16.369156
3.2788622,69.46908
5.160911,-34.495964
-38.462437,-29.643633
50.049572,55.597805
15.948056,21.751547
-45.66126,-39.072784
-44.20615,-2.3128285
-57.184017,-42.543365
-45.66126,-19.444641
-6.059375,0.45466244
50.242958,14.487788
61.285572,85.91674
-57.184017,-29.643633
-56.668312,-34.495964
-45.66126,-34.495964
21.344347,-19.444641
3.2788622,95.49373
-26.308601,36.79646
-54.05044,-39.072784
47.156506,-2.3128285
-57.184017,-25.621912
35.40568,-11.731067
55.691216,-29.643633
55.641644,20.37765
-33.57252,-5.853178
42.583744,55.597805
-14.458013,24.019812
-57.184017,-42.543365
4.849823,-7.605627
-26.308601,-25.621912
42.583744,13.148211
-0.94985425,-2.3128285
56.62555,-5.853178
-57.184017,-42.543365
-54.05044,-6.8279824
37.34117,-6.8279824
-56.668312,-42.543365
-48.10412,17.543674
-44.20615,-25.621912
26.703627,80.84323
68.56301,69.19523
-21.10064,25.843992
-0.94985425,25.843992
68.47351,13.148211
67.56861,38.944965
59.915165,14.487788
-21.678957,53.792873
-41.846684,-29.643633
58.200565,36.755302
50.494377,95.49373
57.75781,21.751547
-34.2404,-25.621912
-57.184017,-42.543365
16.067432,38.82505
37.34117,53.792873
-21.10064,17.543674
-5.900651,68.01381
-57.184017,-42.543365
3.2788622,-19.444641
-11.481776,49.19414
-26.308601,16.369156
4.849823,58.68405
55.79084,38.944965
-29.45768,26.606096
57.894096,9.5361185
59.915165,37.594803
28.119085,-22.369606
21.935167,76.15357
-14.771811,-29.643633
-55.82956,-39.072784
55.793777,49.305
-14.458013,68.22925
61.649242,69.46908
59.429165,9.5361185
-54.05044,-19.444641
-45.66126,-25.621912
17.858753,-11.731067
-51.850903,-22.369606
-31.05769,-39.072784
11.142204,-5.853178
16.067432,24.019812
32.895977,14.487788
55.793777,30.435736
42.583744,35.927044
55.79084,-5.853178
-21.10064,-34.495964
-48.10412,-29.643633
-29.45768,81.308044
69.159966,33.818596
-45.66126,-22.369606
-14.771811,80.84323
27.59872,0.45466244
-44.20615,-22.369606
-31.05769,-22.369606
37.26788,-15.615564
-45.66126,21.751547
56.764214,68.22925
-55.82956,-39.072784
-55.82956,-39.072784
62.005,8.951744
9.314967,66.31204
-31.05769,-29.643633
55.691216,8.835076
26.703627,1.7889841
4.849823,-25.621912
-54.05044,-29.643633
-33.57252,-39.072784
-57.184017,-42.543365
42.90778,8.951744
-51.850903,8.951744
-38.462437,-2.3128285
11.142204,-11.731067
4.849823,-11.731067
-26.308601,14.487788
68.02625,26.606096
37.34117,5.8044887
11.292691,-39.072784
-41.846684,-34.495964
-3.954882,55.597805
-45.66126,-7.605627
-57.184017,-42.543365
-8.495293,33.818596
17.858753,0.45466244
17.858753,-6.8279824
32.895977,92.508354
58.014206,49.305
-45.66126,8.835076
-31.05769,47.121067
-5.900651,-6.8279824
50.889584,17.543674
-44.20615,-42.543365
-57.184017,-42.543365
-31.05769,41.859074
-14.771811,50.135635
9.314967,95.95153
-34.2404,-39.072784
68.48743,59.499084
37.34117,-15.615564
50.049572,-29.643633
-57.184017,-42.543365
-29.45768,8.835076
-48.10412,-25.621912
15.948056,-25.621912
68.47351,-6.8279824
-38.462437,9.5361185
-31.05769,-42.543365
77.955605,10.61727
-29.45768,-34.495964
35.4373,8.951744
37.541225,-39.072784
-55.82956,-22.369606
50.889584,26.77774
-57.184017,-42.543365
-57.184017,-39.072784
9.314967,-39.072784
50.049572,-42.543365
58.014206,-13.536752
-54.05044,-42.543365
74.66954,31.983625
-25.046057,-22.369606
19.063076,8.835076
-25.046057,-19.444641
35.4373,39.195488
67.638374,-13.536752
-21.10064,-29.643633
-50.45274,-39.072784
-54.05044,-42.543365
-48.10412,-42.543365
-45.66126,-34.495964
-55.82956,-25.621912
-26.308601,-34.495964
68.56301,26.606096
-57.184017,-39.072784
28.119085,25.843992
-29.45768,-25.621912
-45.66126,-19.444641
36.276993,49.305
50.494377,36.566322
-51.850903,-34.495964
-56.668312,-42.543365
-26.308601,36.70173
9.314967,10.61727
3.2788622,25.843992
-34.2404,-29.643633
58.200565,9.5361185
-57.184017,-39.072784
-8.495293,15.936468
54.565662,8.835076
5.160911,14.487788
47.156506,-19.444641
58.219986,-29.643633
-45.66126,-39.072784
21.003983,92.586685
-34.2404,-39.072784
-48.10412,-25.621912
-57.184017,-42.543365
-50.45274,-42.543365
26.703627,-7.605627
62.005,10.61727
33.04423,17.543674
-24.43636,1.7889841
-14.771811,0.45466244
59.429165,8.951744
26.703627,8.835076
-55.82956,-42.543365
68.54597,-11.731067
-57.184017,-25.621912
49.707012,21.671503
55.641644,10.61727
-44.20615,-34.495964
-55.82956,-42.543365
28.281696,81.427055
-57.184017,-42.543365
11.292691,26.606096
-14.771811,-22.369606
-24.43636,-15.615564
75.79094,26.606096
9.314967,33.803886
21.344347,26.77774
33.04423,69.46908
-6.059375,33.818596
-26.308601,-34.495964
55.79084,8.835076
-54.05044,-22.369606
26.703627,-25.621912
-0.94985425,8.951744
12.32616,-19.444641
96.70098,31.059725
-51.850903,-6.8279824
42.583744,-11.731067
-56.668312,-42.543365
-21.10064,-19.444641
-6.059375,-11.731067
-55.82956,-7.605627
32.895977,26.606096
-56.668312,-39.072784
58.014206,95.49373
-2.356132,0.45466244
-14.458013,14.487788
-2.356132,-6.8279824
16.067432,37.594803
36.276993,-13.536752
28.281696,5.8044887
78.45775,30.435736
36.276993,0.45466244
50.242958,-7.605627
-41.846684,-29.643633
-54.05044,-34.495964
27.59872,58.66713
-57.184017,-42.543365
19.063076,25.843992
-57.184017,-42.543365
49.707012,-7.605627
68.3772,31.983625
42.90778,25.4814
-48.10412,0.45466244
69.159966,17.543674
-51.850903,-34.495964
11.292691,38.944965
5.160911,13.148211
-56.668312,-39.072784
-56.668312,-39.072784
-54.05044,-25.621912
33.04423,31.983625
50.242958,14.487788
26.703627,5.8044887
37.26788,13.148211
-29.45768,-29.643633
-6.059375,36.755302
16.067432,31.059725
55.691216,58.66713
-25.046057,-22.369606
-41.846684,-22.369606
-41.846684,-29.643633
-48.10412,-13.536752
74.585526,9.5361185
40.54771,26.606096
22.299147,-19.444641
-26.308601,-15.615564
37.26788,33.818596
-48.10412,-39.072784
-51.850903,-39.072784
-45.66126,-22.369606
21.003983,58.66713
-57.184017,-42.543365
-57.184017,-42.543365
68.56301,-7.605627
32.78186,-7.605627
-57.184017,-39.072784
-26.308601,-34.495964
74.8254,47.70361
-57.184017,-42.543365
3.2788622,80.84323
28.281696,-11.731067
-31.05769,15.936468
5.160911,-7.605627
-26.308601,-42.543365
55.875366,13.148211
68.48743,25.4814
68.02625,92.508354
-6.059375,53.792873
58.200565,58.66713
35.40568,21.671503
-48.10412,-25.621912
-44.20615,16.369156
61.649242,76.15357
3.2788622,17.543674
18.262346,8.951744
-44.20615,-19.444641
67.46426,59.499084
15.948056,25.843992
-31.05769,-19.444641
-14.458013,49.305
-57.184017,-42.543365
19.063076,-2.3128285
-38.462437,-7.605627
-3.954882,15.936468
35.4373,50.135635
58.500084,66.51448
3.2788622,-42.543365
-48.10412,-39.072784
26.703627,92.508354
-21.10064,-22.369606
-21.10064,24.019812
-2.356132,-25.621912
-57.184017,-34.495964
50.30408,-22.369606
-25.046057,-29.643633
-33.57252,10.61727
19.063076,-6.8279824
-57.184017,-42.543365
58.500084,5.8044887
28.119085,85.91674
-0.94985425,-34.495964
-31.05769,95.49373
-55.82956,-42.543365
-57.184017,-42.543365
58.500084,0.45466244
-14.771811,-15.615564
-31.05769,-29.643633
33.04423,-19.444641
-41.846684,-19.444641
-29.45768,8.951744
3.2788622,-25.621912
68.48743,24.019812
-34.2404,-13.536752
-29.45768,0.45466244
-21.10064,-7.605627
-33.57252,-22.369606
50.889584,21.751547
3.2788622,5.8044887
-0.94985425,-6.8279824
39.1113,26.77774
-2.356132,-42.543365
-55.82956,-42.543365
-57.184017,-42.543365
-8.495293,68.01381
21.003983,-19.444641
-57.184017,-42.543365
-14.771811,33.803886
3.2788622,92.508354
3.2788622,-42.543365
21.344347,37.594803
3.2788622,59.499084
-56.668312,-34.495964
50.889584,-34.495964
-55.82956,-25.621912
-56.668312,-39.072784
22.299147,8.951744
68.48743,59.311558
37.26788,95.95153
-11.481776,14.487788
21.003983,26.606096
-6.059375,-42.543365
-48.10412,-39.072784
-50.45274,-42.543365
61.402523,0.45466244
-41.846684,-42.543365
-2.356132,56.34302
-33.57252,-39.072784
4.849823,-6.8279824
56.764214,1.7889841
32.895977,-25.621912
15.948056,-2.3128285
9.314967,21.671503
-54.05044,-22.369606
-38.462437,9.5361185
5.160911,-22.369606
21.344347,-15.615564
-21.678957,8.835076
-14.458013,-11.731067
21.003983,-25.621912
58.219986,-39.072784
-45.66126,30.435736
55.793777,1.7889841
40.54771,58.892574
11.292691,59.880806
-38.462437,-15.615564
49.707012,8.835076
-57.184017,-42.543365
16.067432,-29.643633
62.005,26.606096
61.285572,10.61727
-55.82956,-29.643633
4.849823,-34.495964
67.95318,80.84323
-45.66126,-42.543365
-21.10064,14.487788
-8.495293,48.703472
-21.678957,-22.369606
-2.356132,48.606922
21.003983,9.5361185
-44.20615,-39.072784
-8.495293,-42.543365
15.948056,16.369156
68.47736,24.019812
-41.846684,-7.605627
-50.45274,-39.072784
-56.668312,-39.072784
55.79084,5.8044887
-0.94985425,-29.643633
-41.846684,-29.643633
11.292691,36.45393
-25.046057,-29.643633
3.2788622,-11.731067
-55.82956,-42.543365
-14.771811,13.148211
28.281696,89.54479
-41.846684,-25.621912
22.299147,-34.495964
-55.82956,-34.495964
28.281696,76.15357
54.565662,26.606096
50.242958,-2.3128285
-5.900651,-7.605627
-55.82956,-29.643633
28.281696,-15.615564
22.299147,81.308044
17.858753,-25.621912
-45.66126,21.751547
55.641644,66.31204
42.90778,-7.605627
74.34598,-6.8279824
67.46426,36.70173
-0.94985425,53.792873
17.858753,66.31204
-38.462437,-13.536752
59.429165,55.597805
-44.20615,-22.369606
26.703627,9.5361185
78.55975,15.936468
33.04423,24.019812
36.276993,14.487788
26.703627,38.944965
58.014206,69.46908
49.84487,95.95153
67.46426,10.61727
-14.771811,33.818596
32.895977,50.135635
-44.20615,-34.495964
11.142204,8.835076
33.04423,-6.8279824
27.59872,89.54479
56.764214,49.879604
26.703627,0.45466244
19.063076,5.8044887
26.703627,36.79646
5.160911,-2.3128285
32.895977,16.369156
39.1113,38.82505
9.314967,-13.536752
12.32616,-29.643633
50.30408,21.751547
3.2788622,-34.495964
9.314967,-34.495964
-5.900651,-29.643633
22.299147,33.818596
-51.850903,-42.543365
-8.495293,38.82505
32.78186,5.8044887
36.276993,14.487788
-2.356132,-11.731067
35.40568,-19.444641
49.707012,-6.8279824
-14.458013,8.951744
74.585526,36.45393
50.242958,66.51448
-21.10064,5.8044887
-5.900651,14.487788
36.276993,21.671503
-26.308601,-2.3128285
42.583744,13.148211
21.003983,16.369156
-57.184017,-42.543365
37.26788,-6.8279824
-33.57252,8.835076
32.78186,-34.495964
-50.45274,-42.543365
12.32616,31.983625
68.47351,9.5361185
4.849823,-22.369606
-21.678957,-25.621912
55.793777,21.671503
67.638374,20.37765
-50.45274,-2.3128285
47.156506,80.84323
-54.05044,-39.072784
21.935167,-29.643633
-25.046057,-25.621912
-56.668312,-42.543365
68.39055,-5.853178
-31.05769,-34.495964
68.39772,1.7889841
53.147846,8.835076
37.26788,35.927044
-55.82956,-25.621912
35.40568,15.936468
11.142204,15.936468
58.200565,26.606096
-56.668312,-42.543365
-56.668312,-42.543365
-57.184017,-42.543365
-56.668312,-29.643633
-21.678957,-11.731067
-51.850903,-13.536752
9.314967,-6.8279824
12.32616,0.45466244
21.003983,31.983625
-3.954882,-11.731067
28.119085,-13.536752
15.948056,8.835076
-0.94985425,-25.621912
-38.462437,36.70173
-29.45768,-34.495964
-54.05044,-42.543365
19.063076,58.66713
28.119085,-19.444641
42.583744,68.01381
-31.05769,-15.615564
-21.10064,-39.072784
-45.66126,5.8044887
-14.458013,-15.615564
26.703627,31.059725
-44.20615,0.45466244
4.849823,-34.495964
-8.495293,26.606096
9.314967,9.5361185
28.119085,17.543674
-5.900651,-5.853178
3.2788622,-39.072784
-57.184017,-42.543365
-29.45768,60.694427
-54.05044,-13.536752
73.49031,26.77774
55.641644,5.8044887
21.935167,8.951744
74.46786,26.77774
11.142204,-29.643633
-56.668312,-42.543365
-25.046057,-29.643633
55.79084,39.195488
-21.678957,-6.8279824
-56.668312,-39.072784
-34.2404,-5.853178
58.219986,10.61727
-41.846684,-42.543365
-56.668312,-39.072784
50.242958,-13.536752
35.40568,26.606096
-48.10412,-29.643633
50.049572,16.369156
-51.850903,-34.495964
42.90778,8.951744
69.159966,21.751547
-2.356132,-6.8279824
-2.356132,-11.731067
78.77573,14.487788
-21.10064,16.369156
67.638374,-29.643633
-0.94985425,-15.615564
28.281696,17.543674
19.063076,24.019812
35.40568,26.606096
-3.954882,-19.444641
-57.184017,-42.543365
37.541225,-19.444641
50.889584,75.846756
-57.184017,-42.543365
-26.308601,-11.731067
50.049572,26.606096
68.56301,60.694427
55.18734,69.19523
-57.184017,-42.543365
49.84487,-5.853178
-33.57252,53.792873
11.292691,41.859074
16.067432,9.5361185
5.160911,36.45393
-24.43636,37.594803
37.26788,-25.621912
47.156506,76.15357
-14.458013,-22.369606
-57.184017,-42.543365
67.46426,53.792873
18.262346,-7.605627
61.285572,16.369156
55.18734,5.8044887
26.703627,0.45466244
-55.82956,8.951744
-55.82956,-11.731067
54.565662,16.369156
17.858753,68.01381
-55.82956,-42.543365
19.063076,39.195488
-8.495293,59.311558
61.649242,-19.444641
22.299147,26.606096
-56.668312,-39.072784
-51.850903,-29.643633
69.159966,5.8044887
-51.850903,-22.369606
-55.82956,-29.643633
-14.771811,53.792873
-26.308601,-13.536752
-44.20615,-42.543365
-24.43636,36.70173
21.003983,15.936468
-57.184017,-42.543365
-56.668312,-22.369606
-34.2404,-39.072784
-56.668312,-42.543365
58.200565,-7.605627
50.494377,55.597805
-14.458013,-7.605627
3.2788622,-19.444641
-6.059375,21.751547
58.219986,9.5361185
42.583744,25.843992
67.638374,-13.536752
-29.45768,-19.444641
42.90778,1.7889841
-34.2404,0.45466244
-57.184017,-42.543365
-5.900651,21.671503
-51.850903,-39.072784
37.541225,-11.731067
-55.82956,-25.621912
55.79084,15.936468
-50.45274,-42.543365
50.889584,26.77774
21.344347,-19.444641
-24.43636,-34.495964
97.77244,20.37765
68.48743,10.61727
-41.846684,-39.072784
73.49031,41.859074
-31.05769,8.951744
39.1113,-7.605627
68.02625,8.835076
49.84487,55.597805
-54.05044,-19.444641
-50.45274,-22.369606
-21.678957,-39.072784
55.793777,21.751547
49.84487,15.936468
37.541225,-7.605627
-29.45768,36.70173
-55.82956,-25.621912
67.638374,20.37765
26.703627,80.84323
67.46426,58.68405
78.45775,37.594803
60.484795,66.51448
12.32616,-25.621912
-41.846684,-39.072784
-51.850903,8.951744
55.793777,58.68405
16.067432,10.61727
28.281696,31.059725
22.299147,24.019812
-57.184017,-42.543365
58.200565,68.01381
-26.308601,-22.369606
28.119085,8.951744
-57.184017,-25.621912
49.707012,66.51448
-56.668312,-42.543365
37.541225,-6.8279824
-25.046057,-19.444641
-50.45274,-42.543365
3.2788622,36.755302
15.948056,50.135635
21.003983,0.45466244
-50.45274,-13.536752
68.10162,68.01381
5.160911,21.751547
11.292691,31.983625
-44.20615,-7.605627
42.90778,8.951744
-2.356132,-2.3128285
35.40568,60.694427
-51.850903,-7.605627
-50.45274,-39.072784
-57.184017,-42.543365
68.48743,36.79646
33.04423,-5.853178
-31.05769,-42.543365
-56.668312,-42.543365
-56.668312,-34.495964
-31.05769,15.936468
-34.2404,-39.072784
-44.20615,-13.536752
-55.82956,-39.072784
-0.94985425,81.308044
57.75781,59.311558
-33.57252,-11.731067
-57.184017,-42.543365
16.067432,-5.853178
-48.10412,-42.543365
-8.495293,-11.731067
-55.82956,-25.621912
-44.20615,-29.643633
-41.846684,-42.543365
68.56301,30.435736
-57.184017,-42.543365
-44.20615,-22.369606
4.849823,53.792873
-44.20615,-2.3128285
47.156506,-29.643633
-21.678957,-13.536752
-56.668312,-42.543365
-56.668312,-29.643633
36.276993,21.751547
-51.850903,-22.369606
-38.462437,-34.495964
-55.82956,-11.731067
-55.82956,-42.543365
78.78977,36.45393
-2.356132,92.586685
21.344347,-39.072784
-48.10412,-39.072784
59.915165,9.5361185
15.948056,-2.3128285
-34.2404,-39.072784
-56.668312,-34.495964
-38.462437,33.818596
-3.954882,-5.853178
57.894096,14.487788
-55.82956,-42.543365
-34.2404,-2.3128285
-54.05044,-34.495964
60.484795,-7.605627
58.200565,5.8044887
21.935167,-19.444641
-54.05044,-42.543365
-3.954882,58.68405
-54.05044,-42.543365
-50.45274,-29.643633
26.703627,35.927044
-21.678957,-2.3128285
65.98763,14.487788
50.889584,1.7889841
-21.678957,-15.615564
-57.184017,-42.543365
54.565662,5.8044887
-0.94985425,36.755302
15.948056,21.671503
-51.850903,-39.072784
-51.850903,-11.731067
-56.668312,-42.543365
11.292691,-19.444641
-56.668312,-42.543365
-31.05769,68.22925
-3.954882,-2.3128285
53.147846,58.68405
-57.184017,-22.369606
37.26788,26.77774
-51.850903,-34.495964
-24.43636,-29.643633
42.583744,31.983625
28.281696,92.508354
-44.20615,-34.495964
35.40568,-22.369606
-54.05044,-42.543365
-50.45274,-42.543365
-21.10064,-25.621912
-48.10412,-22.369606
55.79084,81.308044
35.4373,38.82505
35.4373,48.703472
49.84487,37.594803
28.281696,14.487788
-57.184017,-42.543365
-57.184017,-42.543365
-57.184017,-39.072784
40.54771,0.45466244
-3.954882,20.37765
61.285572,9.5361185
-45.66126,-19.444641
-45.66126,-29.643633
9.314967,-5.853178
50.049572,80.84323
57.894096,50.135635
21.003983,31.059725
33.04423,80.84323
35.4373,-5.853178
68.435974,13.148211
-57.184017,-42.543365
-21.678957,-29.643633
-26.308601,35.927044
21.935167,104.853516
3.2788622,16.369156
-57.184017,-34.495964
-57.184017,-42.543365
16.067432,41.859074
-34.2404,8.951744
32.895977,-22.369606
-56.668312,-39.072784
18.262346,-34.495964
-48.10412,-5.853178
74.34598,36.45393
-57.184017,-34.495964
61.649242,0.45466244
-21.10064,48.703472
28.119085,80.84323
55.875366,20.37765
21.003983,-11.731067
59.429165,-13.536752
28.281696,20.37765
-51.850903,-29.643633
-33.57252,21.671503
-8.495293,-22.369606
-45.66126,-25.621912
22.299147,-34.495964
-57.184017,-34.495964
32.78186,10.61727
59.429165,-2.3128285
-38.462437,-7.605627
-56.668312,-13.536752
35.4373,5.8044887
-38.462437,0.45466244
55.793777,66.31204
40.54771,0.45466244
69.09085,21.671503
35.4373,-13.536752
-54.05044,-39.072784
-3.954882,50.135635
-55.82956,-29.643633
69.09085,14.487788
-34.2404,-34.495964
28.119085,14.487788
28.119085,-5.853178
-0.94985425,36.755302
-34.2404,-11.731067
-57.184017,-39.072784
47.156506,39.195488
-14.771811,-25.621912
-50.45274,-42.543365
-26.308601,-15.615564
-56.668312,-42.543365
-26.308601,-34.495964
90.29094,-6.8279824
28.119085,66.51448
-50.45274,-39.072784
-0.94985425,0.45466244
50.242958,-2.3128285
11.142204,14.487788
-11.481776,1.7889841
-55.82956,-42.543365
-57.184017,-42.543365
-55.82956,-42.543365
78.55975,80.84323
-38.462437,8.951744
-33.57252,17.543674
-6.059375,1.7889841
-21.678957,-7.605627
-54.05044,-34.495964
-54.05044,-11.731067
-56.668312,-42.543365
-41.846684,-42.543365
78.77573,8.835076
-11.481776,-25.621912
42.583744,14.487788
-50.45274,-22.369606
47.156506,68.22925
-56.668312,-19.444641
68.39055,-5.853178
-0.94985425,20.37765
-48.10412,36.755302
28.281696,85.91674
5.160911,-11.731067
-55.82956,-42.543365
68.3772,-6.8279824
-54.05044,-13.536752
-33.57252,-25.621912
26.703627,30.435736
-14.458013,-19.444641
75.53552,-22.369606
47.156506,0.45466244
-0.94985425,13.148211
-5.900651,-39.072784
-50.45274,-22.369606
-56.668312,-39.072784
28.119085,0.45466244
61.402523,95.95153
-45.66126,-42.543365
-6.059375,-25.621912
27.59872,8.835076
55.18734,-6.8279824
-25.046057,-39.072784
56.764214,31.983625
67.56861,25.843992
-54.05044,-42.543365
-56.668312,-42.543365
-55.82956,-42.543365
21.003983,80.84323
3.2788622,1.7889841
42.90778,26.77774
-14.458013,0.45466244
19.063076,-11.731067
-26.308601,0.45466244
-2.356132,-29.643633
12.32616,-19.444641
-34.2404,48.703472
-54.05044,-7.605627
55.875366,38.82505
-14.458013,15.936468
-57.184017,-42.543365
-24.43636,-34.495964
57.894096,20.37765
68.3772,17.543674
56.764214,25.843992
