AST
90.40375
-44.676117
-33.604675
-6.7489443
-9.214483
17.119429
-31.778835
-64.633484
152.85832
-12.084063
-67.75877
-67.75877
-28.753996
33.50586
59.56644
-11.646667
59.56644
-7.187168
126.112274
61.477943
73.61314
-65.69225
-36.45348
-46.53989
-24.64275
77.158356
-64.11844
-52.055622
-67.75877
-7.207598
48.167507
111.6277
110.40735
37.36507
33.50586
-23.102987
-46.53989
-59.87813
-7.207598
-44.720512
-55.087708
-63.325863
-36.45348
33.915607
-22.016903
-40.441643
-12.053589
74.548775
-61.477272
-9.214483
43.486534
-30.483723
18.529305
-3.2075067
-59.87813
-21.827953
61.477943
37.62361
-40.742435
33.915607
0.07878511
82.48546
10.245759
-67.095985
-64.11844
73.61314
139.66443
-61.477272
32.53272
58.3031
-43.219498
-58.058945
48.640694
80.68419
-40.441643
13.09366
-39.546173
37.62361
39.224926
-7.207598
-65.69225
-28.864777
-58.801323
-46.53989
-48.30211
-25.051783
-67.75877
44.01247
110.40735
-47.934456
33.195923
-40.441643
38.11478
60.68596
-48.30211
-56.836178
96.674194
14.816099
-54.48874
-30.483723
152.85832
-9.214483
32.53272
0.84166044
-63.325863
32.53272
15.030777
9.76176
-2.0200036
-24.64275
-21.762287
38.75441
-39.546173
-39.573345
-21.382998
19.585033
96.674194
21.081667
38.11478
-12.053589
-25.051783
-47.934456
21.081667
90.292694
-67.095985
-6.739971
-65.69225
88.98488
-64.11844
96.674194
-39.546173
-22.016903
18.1818
74.548775
198.1038
-44.720512
4.165561
60.220917
90.292694
37.36507
-54.48874
-4.267024
-64.633484
-58.801323
-7.187168
44.01247
-46.53989
14.336925
-40.441643
18.122307
18.10777
66.4255
-63.325863
-67.095985
-7.187168
-43.219498
-64.633484
64.3618
-63.325863
-52.055622
-64.633484
-58.801323
-67.095985
-25.051783
122.99413
29.759333
43.486534
-64.11844
-58.801323
37.62361
66.4255
-30.483723
-27.793495
19.895357
-58.058945
-65.69225
59.56644
49.884598
-61.477272
-4.264175
-67.095985
111.6277
49.884598
-44.676117
49.509274
-67.095985
-65.69225
52.20264
60.220917
28.44574
-46.538055
-64.11844
18.529305
-33.554516
29.069614
-54.48874
-58.801323
80.52337
44.01247
-65.69225
-36.75338
-25.051783
44.30894
157.03796
19.895357
-64.633484
-61.477272
-11.825897
87.00106
96.674194
-20.248255
0.84166044
-6.693884
-17.79662
18.529305
-24.64275
-52.055622
-33.554516
-47.934456
-61.477272
86.866974
-16.679686
-64.633484
-48.30211
65.10216
19.9293
38.11478
65.05295
77.158356
1.5604808
-20.248255
-40.441643
43.17248
-33.604675
109.98435
-67.095985
39.971115
115.13003
-6.739971
21.081667
-40.441643
-61.477272
-12.053589
